P코드순번,P코드,거래처명,시도명,시군구명,읍면동명,주소,대리점코드,대리점명,중복여부,점유비,P코드합계,대리점실적,,신규,MNP,기변,,MNO,MVNO,(MVNO비중),,번들,동판
PE49742,PE4974,휴대폰성지 세모폰 부천시청점,경기,부천시 원미구,중동,경기도 부천시 원미구 소향로 181,D15146,PS&M,중복점,26.09%,23,6,,0,0,6,,0,0,0.00%,,0,0
P884192,P88419,신방화 휴대폰할인마트,서울,강서구,마곡동,서울특별시 강서구 마곡중앙5로 81,D13827,지은대리점,중복점,21.74%,23,5,,2,1,2,,1,0,0.00%,,0,2
P757862,P75786,휴대폰성지 잠실점,서울,송파구,잠실동,서울특별시 송파구 올림픽로 130,D15176,ACE대리점,중복점,21.74%,23,5,,0,1,4,,1,0,0.00%,,0,0
P757863,P75786,휴대폰성지 잠실점,서울,송파구,잠실동,서울특별시 송파구 올림픽로 130,D15117,알파대리점,중복점,21.74%,23,5,,0,2,3,,2,0,0.00%,,0,1
PE33352,PE3335,주식회사 청춘대길 홍제지점,서울,서대문구,홍제동,서울특별시 서대문구 통일로 438,D13124,UNI대리점,중복점,21.74%,23,5,,0,0,5,,0,0,0.00%,,0,0
P757864,P75786,휴대폰성지 잠실점,서울,송파구,잠실동,서울특별시 송파구 올림픽로 130,D13827,지은대리점,중복점,17.39%,23,4,,0,1,3,,1,0,0.00%,,0,0
P399782,P39978,영사운드,서울,용산구,한강로2가,서울특별시 용산구 새창로 181,D13462,광운대리점,중복점,13.04%,23,3,,0,2,1,,2,0,0.00%,,0,0
PE79723,PE7972,주식회사 본앤코리아 탄벌지점,경기,광주시,탄벌동,경기도 광주시 포돌이로 35,D13542,삼보대리점,중복점,13.04%,23,3,,1,0,2,,0,0,0.00%,,0,0
P494314,P49431,종로프라자,서울,종로구,창신동,서울특별시 종로구 지봉로5길 4,D15146,PS&M,중복점,8.70%,23,2,,0,1,1,,0,1,100.00%,,0,0
PE64942,PE6494,휴대폰특판매장 1등폰 망포점,경기,수원시 영통구,망포동,경기도 수원시 영통구 영통로 124,D15146,PS&M,중복점,8.70%,23,2,,0,0,2,,0,0,0.00%,,0,0
PE69932,PE6993,휴대폰성지 용인미소폰 보정점,경기,용인시 기흥구,보정동,경기도 용인시 기흥구 죽전로 2,D13469,코넥,중복점,8.70%,23,2,,0,1,1,,1,0,0.00%,,0,0
PC31762,PC3176,플러스통신,경기,안양시 동안구,평촌동,경기도 안양시 동안구 흥안대로456번길 56,D15146,PS&M,중복점,8.70%,23,2,,0,0,2,,0,0,0.00%,,0,0
PC31763,PC3176,플러스통신,경기,안양시 동안구,평촌동,경기도 안양시 동안구 흥안대로456번길 56,D13965,대교대리점,중복점,8.70%,23,2,,0,0,2,,0,0,0.00%,,0,0
PE49743,PE4974,휴대폰성지 세모폰 부천시청점,경기,부천시 원미구,중동,경기도 부천시 원미구 소향로 181,D13357,가능대리점,중복점,4.35%,23,1,,0,0,1,,0,0,0.00%,,0,0
PE51053,PE5105,주식회사 더 트리플,경기,안양시 만안구,안양동,경기도 안양시 만안구 안양로 96,D13965,대교대리점,중복점,4.35%,23,1,,0,0,1,,0,0,0.00%,,0,0
PE91252,PE9125,오웬,경기,안양시 만안구,안양동,경기도 안양시 만안구 장내로149번길 28,D15121,CD대리점,중복점,4.35%,23,1,,0,1,0,,1,0,0.00%,,0,0
PC84452,PC8445,JWG코퍼레이션,경기,남양주시,별내동,경기도 남양주시 덕송2로10번길 15-80,D13546,ACT대리점,중복점,4.35%,23,1,,0,0,1,,0,0,0.00%,,0,0
P770691,P77069,국제정보통신,인천,연수구,동춘동,인천광역시연수구앵고개로266,D15146,PS&M,PS_전속,100.00%,22,22,,1,11,10,,10,1,9.09%,,0,0
PC58371,PC5837,트윈스2호점,경기,남양주시,진접읍,경기도 남양주시 진접읍 해밀예당1로 171,D15173,정원대리점,수도권_전속,100.00%,22,22,,1,13,8,,13,0,0.00%,,0,5
PA31921,PA3192,센스텔레콤,인천,부평구,삼산동,인천광역시 부평구 길주로 623,D13542,삼보대리점,수도권_전속,100.00%,22,22,,0,11,11,,10,1,9.09%,,0,4
PE40541,PE4054,트리플 수원점,경기,수원시 팔달구,인계동,경기도수원시팔달구효원로278,D15146,PS&M,PS_전속,100.00%,22,22,,0,1,21,,1,0,0.00%,,0,0
PE92831,PE9283,옆커폰 불광점,서울,은평구,대조동,서울특별시 은평구 통일로 747,D14674,서울ent대리점,수도권_전속,100.00%,22,22,,1,6,15,,6,0,0.00%,,0,2
PE63051,PE6305,하이 폰 마트,경기,김포시,풍무동,경기도 김포시 풍무로 128,D13952,참스타대리점,수도권_전속,100.00%,22,22,,2,2,18,,2,0,0.00%,,0,1
P967291,P96729,SUN텔레콤,서울,광진구,중곡동,서울특별시 광진구 능동로 411,D15173,정원대리점,수도권_전속,100.00%,22,22,,0,18,4,,6,12,66.67%,,0,1
PE20191,PE2019,당당텔레콤,서울,성북구,하월곡동,서울특별시 성북구 화랑로5길 41,D14342,신창대리점,중복점,95.45%,22,21,,1,9,11,,7,2,22.22%,,0,2
P118341,P11834,2002텔레콤,서울,송파구,석촌동,서울특별시 송파구 가락로 79,D15173,정원대리점,중복점,86.36%,22,19,,1,1,17,,0,1,100.00%,,0,0
PC55021,PC5502,휴대폰성지 핫딜폰 인천구월점,인천,남동구,구월동,인천광역시 남동구 예술로 198,D15051,프리스비,중복점,86.36%,22,19,,0,1,18,,1,0,0.00%,,0,1
PA82351,PA8235,휴대폰성지 모바일샵,서울,노원구,상계동,서울특별시 노원구 상계로1길 54-4,D13357,가능대리점,중복점,86.36%,22,19,,1,5,13,,5,0,0.00%,,0,1
PA89791,PA8979,지호정보통신,경기,가평군,가평읍,경기도 가평군 가평읍 가화로 143,D15146,PS&M,중복점,81.82%,22,18,,0,3,15,,3,0,0.00%,,0,0
PA40571,PA4057,문산도매폰,경기,파주시,문산읍,경기 파주시 문산읍 문향로 61-1,D13622,MD대리점,중복점,81.82%,22,18,,8,5,5,,5,0,0.00%,,0,0
PE47091,PE4709,수 글로벌 남양점,경기,화성시 만세구,남양읍,경기도 화성시 남양읍 시청로 107,D13965,대교대리점,중복점,72.73%,22,16,,0,3,13,,3,0,0.00%,,0,3
PE92231,PE9223,모바일스토리,경기,김포시,구래동,경기도 김포시 김포한강9로76번길 63,D13546,ACT대리점,중복점,72.73%,22,16,,1,1,14,,1,0,0.00%,,0,0
PE62211,PE6221,타미폰,경기,고양시 일산동구,장항동,경기도 고양시 일산동구 정발산로 24,D13622,MD대리점,중복점,68.18%,22,15,,0,4,11,,1,3,75.00%,,0,0
PE21201,PE2120,휴대폰성지 월곡점,서울,성북구,하월곡동,서울특별시 성북구 오패산로 46,D15176,ACE대리점,중복점,68.18%,22,15,,1,0,14,,0,0,0.00%,,0,0
P941161,P94116,슈텔레콤,서울,마포구,동교동,서울특별시 마포구 월드컵북로4길 65,D15173,정원대리점,중복점,63.64%,22,14,,0,2,12,,2,0,0.00%,,0,0
P290911,P29091,서브넷,서울,노원구,상계동,서울특별시 노원구 상계로37길 2,D13858,새서울대리점,중복점,63.64%,22,14,,0,7,7,,7,0,0.00%,,0,1
PE92621,PE9262,폰하우스,강원,삼척시,남양동,강원특별자치도 삼척시 척주로 7,D83213,T&B대리점,중복점,63.64%,22,14,,0,5,9,,5,0,0.00%,,0,0
PE76721,PE7672,휴대폰성지 펭귄모바일 합정점,서울,마포구,서교동,서울특별시 마포구 양화로 45,D13965,대교대리점,중복점,63.64%,22,14,,0,2,12,,2,0,0.00%,,0,0
PE26041,PE2604,에스피,경기,용인시 처인구,역북동,경기도 용인시 처인구 중부대로 1299,D14342,신창대리점,중복점,59.09%,22,13,,1,5,7,,5,0,0.00%,,0,1
PE50991,PE5099,휴대폰성지 도매폰센터 본점,경기,성남시 분당구,야탑동,경기도 성남시 분당구 성남대로926번길 12,D13951,강남스타대리점,중복점,59.09%,22,13,,0,1,12,,1,0,0.00%,,0,0
PE69681,PE6968,휴대폰성지 옆커폰 시흥은계점,경기,시흥시,은행동,경기도 시흥시 은계번영길 19,D13225,광장대리점,중복점,59.09%,22,13,,2,3,8,,3,0,0.00%,,0,1
P169951,P16995,하늘정보통신,경기,안산시 단원구,와동,경기도 안산시 단원구 와동공원로 139,D13622,MD대리점,중복점,54.55%,22,12,,4,6,2,,6,0,0.00%,,1,2
P169952,P16995,하늘정보통신,경기,안산시 단원구,와동,경기도 안산시 단원구 와동공원로 139,D15146,PS&M,중복점,45.45%,22,10,,0,7,3,,7,0,0.00%,,0,0
PE26042,PE2604,에스피,경기,용인시 처인구,역북동,경기도 용인시 처인구 중부대로 1299,D13827,지은대리점,중복점,40.91%,22,9,,1,2,6,,2,0,0.00%,,0,2
PE69682,PE6968,휴대폰성지 옆커폰 시흥은계점,경기,시흥시,은행동,경기도 시흥시 은계번영길 19,D15146,PS&M,중복점,40.91%,22,9,,1,5,3,,4,1,20.00%,,0,0
P941162,P94116,슈텔레콤,서울,마포구,동교동,서울특별시 마포구 월드컵북로4길 65,D14746,유원대리점,중복점,36.36%,22,8,,1,4,3,,2,2,50.00%,,0,0
PE50992,PE5099,휴대폰성지 도매폰센터 본점,경기,성남시 분당구,야탑동,경기도 성남시 분당구 성남대로926번길 12,D15146,PS&M,중복점,36.36%,22,8,,0,0,8,,0,0,0.00%,,0,0
P290912,P29091,서브넷,서울,노원구,상계동,서울특별시 노원구 상계로37길 2,D15173,정원대리점,중복점,36.36%,22,8,,0,6,2,,6,0,0.00%,,0,0
PE76722,PE7672,휴대폰성지 펭귄모바일 합정점,서울,마포구,서교동,서울특별시 마포구 양화로 45,D13622,MD대리점,중복점,36.36%,22,8,,0,2,6,,2,0,0.00%,,0,0
PE62212,PE6221,타미폰,경기,고양시 일산동구,장항동,경기도 고양시 일산동구 정발산로 24,D15121,CD대리점,중복점,31.82%,22,7,,0,1,6,,1,0,0.00%,,0,0
PE92622,PE9262,폰하우스,강원,삼척시,남양동,강원특별자치도 삼척시 척주로 7,D13952,참스타대리점,중복점,31.82%,22,7,,1,2,4,,2,0,0.00%,,0,0
PE47092,PE4709,수 글로벌 남양점,경기,화성시 만세구,남양읍,경기도 화성시 남양읍 시청로 107,D15146,PS&M,중복점,27.27%,22,6,,0,1,5,,1,0,0.00%,,0,0
PE92232,PE9223,모바일스토리,경기,김포시,구래동,경기도 김포시 김포한강9로76번길 63,D15146,PS&M,중복점,27.27%,22,6,,2,1,3,,1,0,0.00%,,0,0
PA89792,PA8979,지호정보통신,경기,가평군,가평읍,경기도 가평군 가평읍 가화로 143,D13225,광장대리점,중복점,18.18%,22,4,,1,1,2,,1,0,0.00%,,0,0
PA40572,PA4057,문산도매폰,경기,파주시,문산읍,경기 파주시 문산읍 문향로 61-1,D15146,PS&M,중복점,18.18%,22,4,,1,2,1,,2,0,0.00%,,0,0
PE21202,PE2120,휴대폰성지 월곡점,서울,성북구,하월곡동,서울특별시 성북구 오패산로 46,D13225,광장대리점,중복점,18.18%,22,4,,0,1,3,,1,0,0.00%,,0,0
PA82352,PA8235,휴대폰성지 모바일샵,서울,노원구,상계동,서울특별시 노원구 상계로1길 54-4,D15121,CD대리점,중복점,13.64%,22,3,,0,1,2,,1,0,0.00%,,0,0
PE21203,PE2120,휴대폰성지 월곡점,서울,성북구,하월곡동,서울특별시 성북구 오패산로 46,D13827,지은대리점,중복점,13.64%,22,3,,1,0,2,,0,0,0.00%,,0,0
P118342,P11834,2002텔레콤,서울,송파구,석촌동,서울특별시 송파구 가락로 79,D15146,PS&M,중복점,9.09%,22,2,,0,0,2,,0,0,0.00%,,0,0
PC55022,PC5502,휴대폰성지 핫딜폰 인천구월점,인천,남동구,구월동,인천광역시 남동구 예술로 198,D13357,가능대리점,중복점,9.09%,22,2,,0,0,2,,0,0,0.00%,,0,0
P118343,P11834,2002텔레콤,서울,송파구,석촌동,서울특별시 송파구 가락로 79,D14746,유원대리점,중복점,4.55%,22,1,,0,0,1,,0,0,0.00%,,0,0
PE20192,PE2019,당당텔레콤,서울,성북구,하월곡동,서울특별시 성북구 화랑로5길 41,D13546,ACT대리점,중복점,4.55%,22,1,,0,0,1,,0,0,0.00%,,0,0
PE50993,PE5099,휴대폰성지 도매폰센터 본점,경기,성남시 분당구,야탑동,경기도 성남시 분당구 성남대로926번길 12,D14342,신창대리점,중복점,4.55%,22,1,,0,0,1,,0,0,0.00%,,0,0
PC55023,PC5502,휴대폰성지 핫딜폰 인천구월점,인천,남동구,구월동,인천광역시 남동구 예술로 198,D13469,코넥,중복점,4.55%,22,1,,0,0,1,,0,0,0.00%,,0,0
PE92623,PE9262,폰하우스,강원,삼척시,남양동,강원특별자치도 삼척시 척주로 7,D15146,PS&M,중복점,4.55%,22,1,,0,0,1,,0,0,0.00%,,0,0
P876281,P87628,신동백프라자,경기,용인시 기흥구,중동,경기도 용인시 기흥구 동백죽전대로 444,D14654,알리바바대리점,수도권_전속,100.00%,21,21,,0,6,15,,6,0,0.00%,,0,0
P896101,P89610,퍼플모바일,경기,부천시 소사구,옥길동,경기도 부천시 옥길로 118,F13586,신도SDR,수도권_전속,100.00%,21,21,,0,2,19,,2,0,0.00%,,0,0
P922191,P92219,케이엠모바일,서울,마포구,망원동,서울특별시 마포구 월드컵로13길 31,D15121,CD대리점,수도권_전속,100.00%,21,21,,3,14,4,,7,7,50.00%,,0,3
PC41901,PC4190,우리모바일,경기,수원시 장안구,율전동,경기도 수원시 장안구 서부로 2157,D13546,ACT대리점,수도권_전속,100.00%,21,21,,0,1,20,,1,0,0.00%,,0,0
P428771,P42877,포스텔레콤,서울,서대문구,북가좌동,서울특별시 서대문구 응암로 94,D14342,신창대리점,수도권_전속,100.00%,21,21,,2,4,15,,3,1,25.00%,,0,1
P623221,P62322,주식회사 스마일통신,서울,양천구,신정동,서울특별시 양천구 목동동로8길 19,D15051,프리스비,수도권_전속,100.00%,21,21,,0,19,2,,18,1,5.26%,,0,0
PE80411,PE8041,휴대폰성지 고잔점,경기,안산시 단원구,고잔동,경기도 안산시 단원구 광덕대로 182,D13622,MD대리점,수도권_전속,100.00%,21,21,,2,2,17,,1,1,50.00%,,0,3
PC80771,PC8077,고래통신,경기,광명시,광명동,경기도광명시오리로970,D23273,예스대리점,부산_전속,100.00%,21,21,,0,3,18,,1,2,66.67%,,0,0
PE82971,PE8297,핸드폰성지홈서비스아정당강남점,서울,강남구,역삼동,서울특별시 강남구 강남대로84길 16,D15051,프리스비,수도권_전속,100.00%,21,21,,0,4,17,,3,1,25.00%,,0,1
PE30241,PE3024,장안모바일,서울,광진구,구의동,서울특별시 광진구 광나루로56길 85,D14674,서울ent대리점,수도권_전속,100.00%,21,21,,0,0,21,,0,0,0.00%,,0,0
PA55051,PA5505,휴대폰성지 휴대폰파크 서초점,서울,서초구,서초동,서울특별시 서초구 효령로 304,D15121,CD대리점,수도권_전속,100.00%,21,21,,0,0,21,,0,0,0.00%,,0,0
PE90101,PE9010,(주)비비드컴퍼니,서울,송파구,문정동,서울특별시 송파구 중대로 24,D15146,PS&M,PS_전속,100.00%,21,21,,0,6,15,,6,0,0.00%,,0,0
PE33191,PE3319,휴대폰성지1등폰서울대입구역점,서울,관악구,봉천동,서울특별시 관악구 남부순환로 1820,D13542,삼보대리점,중복점,95.24%,21,20,,0,0,20,,0,0,0.00%,,0,0
PC16741,PC1674,제이앤씨,서울,은평구,신사동,서울특별시 은평구 갈현로 25,D14342,신창대리점,중복점,90.48%,21,19,,0,1,18,,1,0,0.00%,,0,0
PC75421,PC7542,모바일랜드,경기,이천시,창전동,경기도 이천시 어재연로37번길 10,D13827,지은대리점,중복점,90.48%,21,19,,0,6,13,,6,0,0.00%,,0,0
PE44461,PE4446,키움컴퍼니,서울,강남구,역삼동,서울특별시 강남구 강남대로 지하396,D14746,유원대리점,중복점,90.48%,21,19,,3,12,4,,9,3,25.00%,,0,5
PC51861,PC5186,시흥휴대폰성지 판다폰 목감점,경기,시흥시,산현동,경기도 시흥시 목감남서로 92-12,D13951,강남스타대리점,중복점,90.48%,21,19,,1,6,12,,6,0,0.00%,,0,4
PE88521,PE8852,휴대폰성지 청년폰 안양점,경기,안양시 동안구,관양동,경기도 안양시 동안구 부림로 121,D13357,가능대리점,중복점,90.48%,21,19,,0,2,17,,0,2,100.00%,,0,0
P128541,P12854,우리정보,인천,미추홀구,관교동,인천광역시 미추홀구 주승로 253,D15121,CD대리점,중복점,85.71%,21,18,,1,8,9,,7,1,12.50%,,0,3
PE35551,PE3555,드림컴퍼니,경기,고양시 일산동구,백석동,경기도 고양시 일산동구 중앙로 1036,D14342,신창대리점,중복점,80.95%,21,17,,3,6,8,,6,0,0.00%,,0,0
PE73691,PE7369,삼형제텔레콤,경기,의정부시,신곡동,경기도 의정부시 장곡로 554,F13586,신도SDR,중복점,80.95%,21,17,,1,3,13,,2,1,33.33%,,0,0
PC43991,PC4399,우수모바일 구래점,경기,김포시,구래동,경기도 김포시 김포한강9로 73,D13546,ACT대리점,중복점,76.19%,21,16,,0,4,12,,4,0,0.00%,,0,1
PE59981,PE5998,휴대폰성지 휴가파 김포점,경기,김포시,구래동,경기도 김포시 김포한강9로 95,D15146,PS&M,중복점,71.43%,21,15,,0,6,9,,6,0,0.00%,,0,0
PE58681,PE5868,휴대폰성지 인천점,인천,서구,원당동,인천광역시 서구 이음1로 383,D15146,PS&M,중복점,66.67%,21,14,,0,1,13,,1,0,0.00%,,0,0
P800121,P80012,폰종합할인마트,강원,삼척시,남양동,강원 삼척시 척주로 6,D83213,T&B대리점,중복점,61.90%,21,13,,1,8,4,,8,0,0.00%,,0,0
PE89321,PE8932,휴대폰파는총각 화서시장점,경기,수원시 팔달구,화서동,경기도 수원시 팔달구 팔달로107번길 52,D15146,PS&M,중복점,61.90%,21,13,,0,11,2,,11,0,0.00%,,0,0
P108021,P10802,바다정보통신,서울,은평구,갈현동,서울특별시 은평구 갈현로 261,D14342,신창대리점,중복점,61.90%,21,13,,1,2,10,,1,1,50.00%,,0,0
P265781,P26578,휴대폰성지 패밀리통신까치산점,서울,강서구,화곡동,서울특별시 강서구 곰달래로 145,D13124,UNI대리점,중복점,61.90%,21,13,,0,1,12,,1,0,0.00%,,0,0
P916541,P91654,예스정보통신,경기,남양주시,오남읍,경기도 남양주시 오남읍 진건오남로 809,D14746,유원대리점,중복점,57.14%,21,12,,0,0,12,,0,0,0.00%,,0,0
PE29741,PE2974,글로벌,경기,수원시 권선구,권선동,경기도 수원시 권선구 동수원로177번길 40,D13965,대교대리점,중복점,57.14%,21,12,,0,3,9,,2,1,33.33%,,0,1
P127101,P12710,주식회사 에스앰정보통신,서울,구로구,고척동,서울특별시 구로구 고척로 148,D13827,지은대리점,중복점,52.38%,21,11,,0,5,6,,4,1,20.00%,,0,0
P162591,P16259,TU미디어,서울,금천구,시흥동,서울특별시 금천구 금하로 732,D15121,CD대리점,중복점,52.38%,21,11,,0,0,11,,0,0,0.00%,,0,0
PC01531,PC0153,휴대폰성지KR모바일송도호반3,인천,연수구,송도동,인천광역시 연수구 랜드마크로 110,D13965,대교대리점,중복점,52.38%,21,11,,1,2,8,,1,1,50.00%,,0,2
P127102,P12710,주식회사 에스앰정보통신,서울,구로구,고척동,서울특별시 구로구 고척로 148,F13586,신도SDR,중복점,47.62%,21,10,,0,4,6,,4,0,0.00%,,0,0
PE16071,PE1607,휴대폰성지KR모바일루원시티점,인천,서구,가정동,인천광역시 서구 봉오재3로 66,D13965,대교대리점,중복점,47.62%,21,10,,0,1,9,,1,0,0.00%,,0,1
P916542,P91654,예스정보통신,경기,남양주시,오남읍,경기도 남양주시 오남읍 진건오남로 809,D14674,서울ent대리점,중복점,42.86%,21,9,,1,0,8,,0,0,0.00%,,0,0
PE29742,PE2974,글로벌,경기,수원시 권선구,권선동,경기도 수원시 권선구 동수원로177번길 40,D13742,한유대리점,중복점,42.86%,21,9,,0,0,9,,0,0,0.00%,,0,0
P800122,P80012,폰종합할인마트,강원,삼척시,남양동,강원 삼척시 척주로 6,D15146,PS&M,중복점,38.10%,21,8,,1,6,1,,4,2,33.33%,,0,0
PE89322,PE8932,휴대폰파는총각 화서시장점,경기,수원시 팔달구,화서동,경기도 수원시 팔달구 팔달로107번길 52,D13965,대교대리점,중복점,38.10%,21,8,,0,8,0,,8,0,0.00%,,0,3
P108022,P10802,바다정보통신,서울,은평구,갈현동,서울특별시 은평구 갈현로 261,D14654,알리바바대리점,중복점,38.10%,21,8,,1,6,1,,5,1,16.67%,,0,1
P265782,P26578,휴대폰성지 패밀리통신까치산점,서울,강서구,화곡동,서울특별시 강서구 곰달래로 145,D13225,광장대리점,중복점,38.10%,21,8,,0,1,7,,1,0,0.00%,,0,0
