P코드순번,P코드,거래처명,시도명,시군구명,읍면동명,주소,대리점코드,대리점명,중복여부,점유비,P코드합계,대리점실적,,신규,MNP,기변,,MNO,MVNO,(MVNO비중),,번들,동판
PC53232,PC5323,서연정보통신,경기,구리시,수택동,경기도 구리시 이문안로 95,D15051,프리스비,중복점,33.33%,3,1,,0,0,1,,0,0,0.00%,,0,0
PA95882,PA9588,옥정ACE텔레콤,경기,양주시,옥정동,경기도 양주시 옥정동로7다길 62,D13858,새서울대리점,중복점,33.33%,3,1,,0,1,0,,1,0,0.00%,,0,0
P890152,P89015,폰마트 통신,경기,평택시,서정동,경기도 평택시 정암로 15,D15146,PS&M,중복점,33.33%,3,1,,0,1,0,,0,1,100.00%,,0,0
P995682,P99568,의리텔레콤,인천,중구,운남동,인천광역시 중구 관창로4번길 24,D15146,PS&M,중복점,33.33%,3,1,,0,1,0,,1,0,0.00%,,0,0
PA53982,PA5398,넛지모바일,경기,남양주시,진접읍,경기 남양주시 진접읍 장현천로 24,D15173,정원대리점,중복점,33.33%,3,1,,0,1,0,,1,0,0.00%,,0,0
P715712,P71571,스마일통신,경기,의정부시,가능동,경기도 의정부시 신촌로 29-1,D14674,서울ent대리점,중복점,33.33%,3,1,,0,1,0,,1,0,0.00%,,0,0
PE51662,PE5166,의정부 휴대폰 성지,경기,의정부시,산곡동,경기도 의정부시 서광로 169,D13546,ACT대리점,중복점,33.33%,3,1,,0,1,0,,1,0,0.00%,,0,0
P874792,P87479,(주)평화커뮤니케이션,서울,구로구,구로동,서울특별시 구로구 구로동로22길 1,D15146,PS&M,중복점,33.33%,3,1,,0,1,0,,1,0,0.00%,,0,0
PE32692,PE3269,천하모바일,서울,관악구,봉천동,"서울 관악구 남부순환로 1742,",D15146,PS&M,중복점,33.33%,3,1,,1,0,0,,0,0,0.00%,,0,0
PC31692,PC3169,휴대폰할인매장디몰,강원,춘천시,석사동,강원 춘천시 공지로 116,D13742,한유대리점,중복점,0.00%,3,0,,0,0,0,,0,0,0.00%,,0,0
P294891,P29489,대운통신,경기,부천시 원미구,원미동,경기도 부천시 부천로90번길 12,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,2
P836411,P83641,간지몽텔레콤,강원,원주시,우산동,강원원주시상지대길68,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC57441,PC5744,(주)스마트폰면세점,경기,안산시 단원구,원곡동,경기도 안산시 단원구 화랑로 102,D13965,대교대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PC66171,PC6617,엠제이통신 향남2호점,경기,화성시 만세구,향남읍,경기도화성시향남읍행정중앙2로633,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PC53761,PC5376,오라텔레콤,경기,양주시,덕정동,"경기 양주시 독바위로 19,",D15117,알파대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
P131561,P13156,모바일텔레콤,경기,양주시,덕정동,경기도 양주시 회정로 134,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P148521,P14852,휴대폰천국,서울,광진구,군자동,서울특별시 광진구 군자로 85-1,D15051,프리스비,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P806131,P80613,휴대폰성지 옆커폰 마석점,경기,남양주시,화도읍,경기도 남양주시 화도읍 마석로 8-1,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,1
PE28081,PE2808,영통신,인천,중구,항동7가,인천광역시 중구 축항대로86번길 28,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P733451,P73345,sm모바일,경기,수원시 팔달구,지동,경기도 수원시 팔달구 중부대로 29,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,2,0,,0,2,100.00%,,1,1
P808611,P80861,엘림 정보통신,경기,안양시 동안구,관양동,경기도 안양시 동안구 흥안대로 509,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE28471,PE2847,의정부휴대폰성지옆커폰민락점,경기,의정부시,민락동,경기도 의정부시 용민로 192,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC59541,PC5954,와이에스모바일,서울,양천구,신월동,서울특별시 양천구 오목로 48,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P890011,P89001,봄정보통신,서울,송파구,가락동,서울특별시 송파구 오금로36길 23,D15146,PS&M,PS_전속,100.00%,2,2,,1,1,0,,1,0,0.00%,,0,0
P017911,P01791,원정보통신,경기,평택시,안중읍,경기도 평택시 안중읍 안현로서5길 66,D13742,한유대리점,수도권_전속,100.00%,2,2,,1,1,0,,1,0,0.00%,,0,0
PC72841,PC7284,투앤mobile,경기,남양주시,화도읍,경기도남양주시화도읍마석중앙로661,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P562411,P56241,폰부스,인천,연수구,청학동,인천광역시 연수구 먼우금로 189,D13952,참스타대리점,수도권_전속,100.00%,2,2,,1,1,0,,1,0,0.00%,,0,0
PC01971,PC0197,토리통신,서울,광진구,자양동,서울특별시 광진구 자양로15길 6,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE27571,PE2757,슈슈모바일,경기,고양시 덕양구,화정동,경기도 고양시 덕양구 화중로138번길 5-23,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE15141,PE1514,에스엠정보통신,인천,부평구,십정동,인천광역시 부평구 열우물로 54,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P784981,P78498,휴대폰가게,경기,평택시,청북읍,경기도 평택시 청북읍 안청로 328,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P121751,P12175,영지정보통신,서울,금천구,독산동,서울특별시 금천구 독산로 366,F13586,신도SDR,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE54031,PE5403,휴대폰광역시,인천,미추홀구,용현동,인천광역시 미추홀구 독배로 384,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,1
PE45451,PE4545,휴대폰성지 옆커폰 시흥목감점,경기,시흥시,목감동,경기도 시흥시 솔고개길 4-3,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P087581,P08758,오성통신,경기,안산시 단원구,원곡동,경기도 안산시 단원구 원곡로 47,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,2,0,,1,1,50.00%,,0,0
PC08961,PC0896,로얄통신,경기,광주시,경안동,경기도 광주시 중앙로 124-6,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P544251,P54425,우리별정보,서울,양천구,신정동,서울특별시 양천구 중앙로32길 61,D15157,근흥대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE07331,PE0733,스마트폰면세점 하남감일점,경기,하남시,감이동,경기도 하남시 감일백제로180번길 17,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE05341,PE0534,주식회사 우수정보통신,인천,서구,원당동,인천광역시 서구 이음5로 80,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P299581,P29958,타임텔레콤,경기,안양시 만안구,석수동,경기도 안양시 만안구 안양로532번길 39,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,2,0,,1,1,50.00%,,0,0
P983691,P98369,쎄븐텔레콤,인천,미추홀구,용현동,인천광역시 남구 독정이로 15-3,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC39371,PC3937,주주통신,인천,미추홀구,도화동,인천광역시 미추홀구 숙골로112번길 2,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,1
P844131,P84413,제이에스통신,경기,광주시,능평동,경기도 광주시 오포읍 능평로 177,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE68971,PE6897,휴대폰성지 새빛폰 동문점,경기,평택시,칠원동,경기도 평택시 신촌2로 21,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P885541,P88554,대한통신,경기,의정부시,의정부동,경기도 의정부시 평화로552번길 35,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC63021,PC6302,다온모바일,경기,의정부시,의정부동,경기도 의정부시 시민로 지하100,D14342,신창대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE51481,PE5148,주식회사 청년사업단,경기,부천시 원미구,심곡동,경기도 부천시 원미구 부천로 105,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P125171,P12517,MK정보,서울,구로구,고척동,서울특별시 구로구 고척로 151,D13952,참스타대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE13811,PE1381,우광통신,경기,시흥시,정왕동,경기도 시흥시 거북섬남로 47,D13952,참스타대리점,수도권_전속,100.00%,2,2,,2,0,0,,0,0,0.00%,,0,0
PE76791,PE7679,수글로벌 청북점,경기,평택시,청북읍,경기도 평택시 청북읍 안청로 340,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC71411,PC7141,미소 야당점,경기,파주시,야당동,경기도파주시경의로1010,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE13741,PE1374,에이치컴퍼니,경기,고양시 덕양구,신원동,경기도 고양시 덕양구 권율대로 893,D14746,유원대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,2
PC86711,PC8671,동북통신,서울,영등포구,대림동,서울특별시 영등포구 디지털로37길 2,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA34471,PA3447,휴대폰성지 세로폰 광진,서울,광진구,자양동,서울특별시 광진구 뚝섬로 644,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC54041,PC5404,다산JS모바일,경기,남양주시,다산동,경기도남양주시도농로37,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P980351,P98035,청북 휴대폰성지 휴대폰백화점,경기,평택시,청북읍,경기도 평택시 청북읍 안청로4길 42,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA47091,PA4709,영스피드,경기,부천시 오정구,삼정동,경기도 부천시 중동로 398,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PA50141,PA5014,소원텔레콤,서울,구로구,구로동,서울특별시 구로구 새말로 97,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC35651,PC3565,폰싼집5,경기,화성시 동탄구,장지동,경기도 화성시 동탄대로4길 39,D13542,삼보대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA67351,PA6735,고척통신,서울,구로구,고척동,서울특별시 구로구 중앙로10길 21,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE65231,PE6523,제이디모바일(화곡본동시장점),서울,강서구,화곡동,서울특별시 강서구 화곡로 203,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE36831,PE3683,에쓰비 모바일,서울,중랑구,면목동,서울특별시 중랑구 면목로 354,D14342,신창대리점,수도권_전속,100.00%,2,2,,0,2,0,,1,1,50.00%,,0,0
PE00261,PE0026,대박통신,경기,용인시 기흥구,영덕동,경기도용인시기흥구흥덕2로87번길18,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,1,1,50.00%,,0,0
PC68151,PC6815,더블와이컴퍼니 중곡점,서울,광진구,중곡동,서울특별시 광진구 면목로 113,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC13911,PC1391,엘모바일,경기,평택시,용이동,경기도평택시현촌3길21,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE82251,PE8225,휴대폰성지 정직폰 장당점,경기,평택시,장당동,경기도 평택시 장당길 45,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P880251,P88025,하나정보통신,인천,미추홀구,용현동,인천광역시 미추홀구 한나루로 461,D13742,한유대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE75401,PE7540,폰판사 송산점,경기,화성시 만세구,새솔동,경기도 화성시 수노을중앙로 255,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE58331,PE5833,티에스씨 모바일,경기,광명시,일직동,경기도 광명시 양지로 19,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,1
P641381,P64138,가남통신,경기,여주시,가남읍,경기도여주시가남읍태평로22,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE83341,PE8334,휴대폰 파는 총각,경기,수원시 팔달구,화서동,경기도 수원시 팔달구 화양로 38,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE55431,PE5543,태양모바일,경기,고양시 일산동구,장항동,경기도 고양시 일산동구 정발산로 24,D14342,신창대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PA98071,PA9807,88통신,서울,영등포구,대림동,서울특별시 영등포구 디지털로37길 17,D15157,근흥대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,1
PA46241,PA4624,행운정보통신,서울,구로구,구로동,서울특별시구로구구로중앙로31길26,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P944401,P94440,송파휴대폰성지 모두의폰,서울,송파구,문정동,서울특별시 송파구 새말로 149,D13951,강남스타대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P894571,P89457,미카엘통신,경기,안양시 만안구,안양동,경기도안양시만안구안양천서로376,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE85001,PE8500,원주휴대폰성지 단구점,강원,원주시,단구동,"강원 원주시 남원로534번길 28,",D83213,T&B대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P127171,P12717,주연정보통신,인천,미추홀구,용현동,인천광역시 미추홀구 독배로 417,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PA36161,PA3616,프렌즈모바일,경기,수원시 권선구,서둔동,경기도 수원시 권선구 여기산로 18,D13225,광장대리점,수도권_전속,100.00%,2,2,,0,2,0,,0,2,100.00%,,0,0
PE36431,PE3643,(주)케이씨엘,경기,성남시 중원구,상대원동,경기도 성남시 중원구 희망로 348,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PA42981,PA4298,선우텔레콤,강원,원주시,단구동,강원 원주시 늘품로 187-56,D83213,T&B대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P929261,P92926,일레븐,서울,중랑구,면목동,서울특별시 중랑구 겸재로 93,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,1
P536881,P53688,폰박스하남직영점,경기,하남시,창우동,경기도 하남시 더우개로 6,D13357,가능대리점,수도권_전속,100.00%,2,2,,2,0,0,,0,0,0.00%,,0,0
PA95271,PA9527,미소레,경기,수원시 팔달구,매산로1가,경기도 수원시 팔달구 덕영대로 지하911,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
P862661,P86266,제이투정보통신,서울,강동구,길동,서울특별시 강동구 양재대로128길 26,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC78281,PC7828,공도폰,경기,안성시,공도읍,경기안성시공도읍진사길32,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P577121,P57712,한경통신,경기,안성시,대천동,경기도 안성시 안성맞춤대로 1063,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE81391,PE8139,휴대폰성지,경기,안산시 상록구,본오동,경기도 안산시 상록구 석호로 312,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE51771,PE5177,비투씨컴퍼니,경기,수원시 장안구,조원동,경기도수원시장안구조원로87,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE77641,PE7764,휴대폰성지 폰지식인,경기,용인시 수지구,죽전동,경기도 용인시 수지구 달맞이로 63,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
PE84301,PE8430,대박통신 경기광주점,경기,광주시,장지동,경기도광주시순암로22,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P947451,P94745,신환텔레콤,경기,군포시,금정동,경기도군포시금재로2,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE86641,PE8664,휴대폰성지24 고양점,경기,고양시 덕양구,삼송동,경기도 고양시 덕양구 동송로 70,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE87971,PE8797,휴대폰 성지 남부폰,경기,평택시,서정동,경기도 평택시 송탄로 247,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P226201,P22620,유진정보통신,경기,의정부시,의정부동,경기도 의정부시 시민로 지하100,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE68541,PE6854,생각대로 통신,서울,관악구,신림동,서울특별시 관악구 법원단지21길 1,D13124,UNI대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE50671,PE5067,휴대폰11번가(세교점),경기,평택시,세교동,경기도 평택시 세교4로 7,D15121,CD대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,1
PC51041,PC5104,퍼플컴퍼니,경기,파주시,와동동,경기도 파주시 미래로 612,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC63591,PC6359,폰아울렛,경기,남양주시,와부읍,"경기 남양주시 와부읍 덕소로 88,",D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PA64721,PA6472,에스모바일,경기,이천시,창전동,경기도이천시영창로192,D15146,PS&M,PS_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE40731,PE4073,청년폰성지 춘천점,강원,춘천시,퇴계동,강원특별자치도춘천시지석로80,D15146,PS&M,PS_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
PE11641,PE1164,휴대폰성지 정직폰 금천점,서울,금천구,가산동,서울특별시 금천구 가산디지털1로 226,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P079781,P07978,성지텔레콤,인천,계양구,작전동,인천광역시 계양구 계양대로 118,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE24131,PE2413,에이티원텔레콤,서울,은평구,수색동,서울특별시 은평구 은평터널로 62,D15051,프리스비,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE28091,PE2809,휴대폰성지 도매폰 효성작전점,인천,계양구,효성동,인천광역시계양구안남로577,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PA81921,PA8192,레드비텔레콤,경기,의정부시,의정부동,경기도 의정부시 시민로 지하 100,D13469,코넥,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE65611,PE6561,휴대폰성지옆커폰 미아점,서울,강북구,미아동,서울특별시 강북구 도봉로14길 7-10,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA81561,PA8156,에스이통신,서울,동대문구,답십리동,서울특별시 동대문구 답십리로 166,D14342,신창대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE67691,PE6769,한창,서울,구로구,구로동,서울특별시 구로구 새말로 97,D15051,프리스비,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE85941,PE8594,휴대폰성지 올인폰 부천역점,경기,부천시 소사구,심곡본동,경기도 부천시 소사구 성주로243번길 43,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE39831,PE3983,선봉모바일8호점,경기,부천시 소사구,범박동,경기도 부천시 소사구 범안로 98,D14342,신창대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P916831,P91683,에스지모바일,인천,부평구,산곡동,인천광역시 부평구 마장로324번길 12,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
P919141,P91914,계산동 휴대폰성지,인천,계양구,계산동,인천광역시 계양구 주부토로 480,D13952,참스타대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P996981,P99698,영모바일,서울,관악구,신림동,서울특별시 관악구 난곡로 231,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P498081,P49808,은성텔레콤,서울,구로구,개봉동,서울특별시 구로구 개봉로17길 34,D13469,코넥,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PE80731,PE8073,휴대폰성지 야생마,경기,양주시,옥정동,경기도 양주시 옥정로 214,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P078671,P07867,DMB정보통신,경기,안양시 동안구,비산동,경기도 안양시 동안구 시민대로 161,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE34601,PE3460,휴대폰성지진또배기검단점,인천,서구,당하동,인천광역시 서구 서로3로 50,D13622,MD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P999161,P99916,우주별모바일,서울,종로구,교북동,서울특별시 종로구 송월길 155,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
P181241,P18124,현텔레콤,경기,남양주시,와부읍,경기도 남양주시 와부읍 덕소로97번길 53,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE81341,PE8134,통큰통신 휴대폰성지,서울,강동구,천호동,서울특별시 강동구 상암로 42,D13965,대교대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE59381,PE5938,옆커폰 롯데마트삼산점,인천,부평구,삼산동,인천광역시 부평구 길주로 623,D14674,서울ent대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,1
PA93611,PA9361,스마트통신,인천,서구,석남동,인천광역시 서구 가정로 200,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE85131,PE8513,주식회사 업패스,경기,성남시 분당구,야탑동,경기도성남시분당구성남대로925번길16,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P151901,P15190,호야텔레콤,서울,금천구,시흥동,서울특별시 금천구 시흥대로28길 15,D13742,한유대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE89931,PE8993,휴대폰성지 옆커폰가락시장점,서울,송파구,가락동,서울특별시 송파구 중대로 105,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P707871,P70787,N.TOP텔레콤,경기,양주시,백석읍,경기도양주시백석읍호명로82,D15146,PS&M,PS_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PE65341,PE6534,휴대폰성지 클린폰 고양점,경기,고양시 덕양구,성사동,경기도 고양시 덕양구 고양대로1384번길 20,D13357,가능대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE91581,PE9158,휴대폰성지메카폰까치산역점,서울,강서구,화곡동,서울특별시 강서구 강서로18길 21,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
P773481,P77348,국화통신,서울,동대문구,답십리동,서울특별시 동대문구 한천로 127,D14342,신창대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC59331,PC5933,휴대폰아울렛,경기,광주시,초월읍,경기도 광주시 초월읍 현산로 91,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PA69531,PA6953,역전폰,경기,평택시,평택동,경기도 평택시 평택1로 2,D15176,ACE대리점,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
PC11161,PC1116,태영텔레콤,서울,강동구,상일동,서울특별시 강동구 구천면로 640,D13546,ACT대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PE31791,PE3179,화성 반송,경기,화성시 동탄구,반송동,경기도 화성시 메타폴리스로 47-7,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PA29261,PA2926,비에프(BF)모바일,경기,부천시 원미구,심곡동,경기도 부천시 부일로 516,D13827,지은대리점,수도권_전속,100.00%,2,2,,1,1,0,,1,0,0.00%,,0,0
P804951,P80495,에이스 정보통신,인천,미추홀구,주안동,인천광역시 남구 경원대로 지하848,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC88071,PC8807,테마학익,인천,미추홀구,학익동,인천광역시 미추홀구 매소홀로 366,D13827,지은대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
PC18071,PC1807,강화스피드텔레콤,인천,강화군,강화읍,인천광역시 강화군 강화읍 강화대로 404,D13124,UNI대리점,수도권_전속,100.00%,2,2,,0,1,1,,0,1,100.00%,,0,0
P632731,P63273,싸이렉스텔레콤,서울,영등포구,대림동,서울특별시 영등포구 도림로 136,D13124,UNI대리점,수도권_전속,100.00%,2,2,,0,2,0,,2,0,0.00%,,0,0
P272031,P27203,딩동댕 이동통신,서울,노원구,상계동,서울특별시 노원구 덕릉로 787,D15051,프리스비,수도권_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P973841,P97384,하이텔레콤,서울,강북구,미아동,서울특별시강북구도봉로41,D15146,PS&M,PS_전속,100.00%,2,2,,0,1,1,,1,0,0.00%,,0,0
P123801,P12380,애니테크,서울,노원구,월계동,서울특별시노원구광운로64,D15146,PS&M,PS_전속,100.00%,2,2,,1,0,1,,0,0,0.00%,,0,0
P627601,P62760,크라운텔레콤,경기,이천시,마장면,경기도 이천시 마장면 오천로 28,D15121,CD대리점,수도권_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
PC58951,PC5895,스카이(SKY)텔레콤,서울,은평구,대조동,서울특별시은평구통일로717,D15146,PS&M,PS_전속,100.00%,2,2,,0,0,2,,0,0,0.00%,,0,0
